,name,address,budget,genre
2882,江戸一 秋川,東京都あきる野市秋川２－１２－３,B008,G004
2883,江戸懐石 茶房 若福,東京都江東区亀戸３-６－４,B006,G004
2884,江戸割烹 米村,東京都中央区銀座７－１７－１８,B006,G004
2885,EDOGAWA HealthyTOKYO CBD Factory&Cafe,東京都江戸川区中央１-18-8,B001,G014
2886,江戸川橋 うなぎ はし本,東京都文京区水道２－5－7,B004,G004
2887,江戸金金太郎寿司 文京駒込店,東京都文京区本駒込５-9-9 MTビル1階,B004,G004
2888,江戸金金太郎鮨 本店,東京都板橋区大谷口北町71-10,B004,G004
2889,江戸酒場 半助,東京都千代田区有楽町１丁目-10-1　有楽町ビルB1F,B003,G001
2890,江戸定,東京都台東区浅草１-8-6 江戸定ビル,B008,G004
2891,江戸路 人形町店,東京都中央区日本橋人形町１－１９－２,B003,G001
2892,江戸清 赤坂,東京都港区赤坂７-10-8,B001,G004
2893,江戸蕎麦 僖蕎,東京都墨田区向島５-27-10 Sビル,B008,G004
2894,江戸東京和膳 澄,東京都中野区東中野４-16-11 アクシルコート1階,B008,G001
2895,江戸八,東京都北区赤羽２-38-3,B005,G004
2896,江戸八寿司,東京都中央区八重洲２-6-4 松岡ビルB1,B004,G004
2897,江戸前 服部,東京都港区六本木７-4-12,B012,G004
2898,江戸前 びっくり寿司 永福町店,東京都杉並区和泉３－５７－７,B003,G004
2899,江戸前 びっくり寿司 恵比寿店,東京都渋谷区恵比寿１－１２－１ＣＲＤエビス１Ｓｔビル１Ｆ・２Ｆ,B003,G004
2900,江戸前 びっくり寿司 つくし野店,東京都町田市つくし野３－２１－２,B003,G004
2901,江戸前酒場 池袋店,東京都豊島区南池袋１-20-11 池第五ビル　５F,B002,G001
2902,江戸前 松栄寿司,東京都立川市富士見町７－２２－１４,B002,G004
2903,江戸前鮨 粋 SUI 人形町 総本店,東京都中央区日本橋人形町２丁目３番８号,B002,G004
2904,江戸前天麩羅 天堂,東京都荒川区町屋２丁目ー２－３　旭堂ビル２F,B002,G001
2905,江戸前肉割烹 宮下 マロニエゲート銀座1店,東京都中央区銀座２-２-１４　マロニエゲート銀座１-１２F,B004,G004
2906,江戸前煮干中華そば きみはん 総本店,東京都台東区根岸３-3-18 ,B011,G013
2907,江戸前煮干中華そば きみはん ららぽーと豊洲マリーナキッチン店,東京都江東区豊洲２-4-9,B011,G013
2908,江戸前煮干中華そば きみはん 五反田店,東京都品川区東五反田２-1-1,B011,G013
2909,江戸前びっくり寿司 大森店,東京都大田区大森北１-34-1 ファーストビル1F,B003,G004
2910,江戸前 びっくり寿司 自由が丘1号店,東京都目黒区自由が丘１-8-18 自由が丘ノーブル　１Ｆ,B003,G001
2911,江戸前焼肉 岡本,東京都台東区浅草１－33－１ タケイシビル2Ｆ,B003,G008
2912,江戸もんじゃ,東京都中央区日本橋人形町１-19-3-2F,B002,G016
2913,櫻田,東京都台東区雷門１－１５－１２　雷門永谷マンション１Ｆ,B008,G004
2914,縁雫,東京都渋谷区千駄ヶ谷５-27-5　リンクスクエア新宿,B003,G001
2915,エニシスタンド,東京都台東区上野３丁目27－12　御徒町吉池本店ビル８階,B002,G001
2916,エヌ ルトゥール,東京都練馬区豊玉北４‐４‐９‐１Ｆ,B008,G006
2917,N9Y 奥渋店 羊とチーズとワイン酒場,東京都渋谷区宇田川町３７-１１　大久保ビル１階,B003,G002
2918,N9Y BUTCHER'S GRILL NEWYORK 銀座店,東京都中央区銀座２-6ー8　日本生命銀座ビルB1F,B003,G002
2919,NKダイナー,東京都江戸川区西葛西１-15-12 ルシェール西葛西１F,B003,G002
2920,N°37,東京都目黒区上目黒３-1-14メイツ中目黒2階,B003,G001
2921,N_0834,東京都目黒区自由が丘１-28-8 自由が丘デパート3F,B003,G006
2922,N2 Brunch Club 日本橋店,東京都中央区日本橋２-5-1 日本橋高島屋S.C. 新館1F,B008,G006
2923,N park,東京都港区浜松町１-24-5ロマネビルディング２Ｆ,B003,G002
2924,絵のある街 新宿店,東京都新宿区西新宿７-15-17 東光ビル2F,B004,G008
2925,絵のある街 瑞江店,東京都江戸川区瑞江２－１－１１　カネヘイビル３F,B003,G008
2926,エノテカ ガルビーノ,東京都中央区銀座３-3-12　銀座ビルディングB1F,B005,G006
2927,エノテカ ドォーロ 平河町店,東京都千代田区平河町１－９－３　名倉ビル１Ｆ,B005,G006
2928,エノテカ 広尾本店,東京都港区南麻布５-１４-１５　アリスガワウエスト1F,B008,G012
2929,エノテカドォーロ 大手町店,東京都千代田区大手町１-2-1 B2F　Otemachi One Avenue B202,B004,G006
2930,エノテカドォーロ フラテッロ,東京都千代田区平河町１-6-11 エクシール平河町 1F,B005,G006
2931,エノテカ・ピッツェリア 神楽坂スタジオーネ,東京都新宿区神楽坂３‐１　クレール神楽坂３　５Ｆ,B004,G006
2932,エノテカラウラ,東京都豊島区西池袋５丁目1－10　矢島ビル２階,B004,G006
2933,エノテカリオーネ ENOTECA LIONE 大泉学園本店,東京都練馬区東大泉４‐２‐２　プリムヴェール１０１,B002,G006
2934,エノフィリア,東京都目黒区下目黒１-4-7 グリーンハイツ行人坂B1F,B008,G006
2935,欧風菓子 エノモト,東京都大田区池上６‐２‐１８,,G014
2936,榎本ハンバーグ研究所,東京都北区西ケ原２－４４－１３　西ヶ原ハイツ１F,B002,G005
2937,えびかずら,東京都東村山市栄町２-18-3　カクチビル1F,B003,G001
2938,えびカニ喰酒 iKURA,東京都北区赤羽１-18-7,B003,G001
2939,えびキング 大手町店,東京都千代田区大手町１丁目9-7,B008,G002
2940,エピス EPICES,東京都港区芝大門１-7-4,B004,G006
2941,えびす あふそや,東京都渋谷区恵比寿１-24-7,B006,G003
2942,えびす 今井屋總本店,東京都渋谷区恵比寿西１－７－１１,B004,G004
2943,エビス 鶯谷店,東京都台東区根岸１-5-12,B002,G001
2944,エビス 鵜の木店,東京都大田区鵜の木２-16-5,B002,G001
2945,エビス 梅屋敷総本店,東京都大田区大森西６－１５－１４　２Ｆ,B003,G001
2946,恵比寿 ES Classico エス クラッシコ,東京都渋谷区恵比寿１‐２４‐１１　グラッセ１・２Ｆ,B004,G006
2947,恵比寿 紀風,東京都渋谷区恵比寿１-31-10ターレル恵比寿1階,B006,G004
2948,恵比寿 京しずく,東京都目黒区三田１－12－25,B006,G004
2949,エビス 糀谷店,東京都大田区西糀谷４-9-23,B002,G001
2950,エビス 小竹向原,東京都板橋区小茂根１-8-3 サンライズ大塚1F,B003,G001
2951,エビス 新馬場店,東京都品川区北品川２-8-11　シャトー北品川1F,B003,G001
2952,エビス 仙川,東京都調布市仙川町１-15-4　水清ビル1F,B002,G001
2953,haconiwa ハコニワ 恵比寿,東京都渋谷区恵比寿１-20-1 恵比寿コンフォート3F,B003,G002
2954,エビス つつじヶ丘店,東京都調布市西つつじケ丘４－５－５,B002,G001
2955,恵比寿 土鍋炊ごはん なかよし 恵比寿 本店,東京都渋谷区恵比寿西１-8-2 ウエストパレス1階,B003,G004
2956,恵比寿 土鍋炊ごはん なかよし 丸の内店,東京都千代田区丸の内３-2-3 丸の内二重橋ビルディング内 二重橋スクエア B1,B002,G004
2957,BAR ICHI ICHI バー イチイチ,東京都渋谷区恵比寿西２－８－９　代官山宝ビル　６・７F,B003,G002
2958,恵比寿ハイボールバー,東京都渋谷区恵比寿西１-７-４　Ｍビル恵比寿Ｉ　２階,B001,G012
2959,恵比寿 ハジカミ,東京都渋谷区恵比寿西１-3-9　田中ビル1F,B002,G001
2960,YEBISU ビアガーデン 霞が関店 YEBISU BAR The GARDEN,東京都千代田区霞が関３－２－３　霞が関コモンゲートアネックス　２Ｆ,B008,G001
2961,エビス 平和島,東京都大田区大森北６-13-6,B003,G001
2962,恵比寿 レストランバー アミューズメント,東京都渋谷区恵比寿４－６－１  MFビル　B１Ｆ,B003,G002
2963,恵比寿 和顔,東京都渋谷区恵比寿南１‐２‐１２ ,B003,G001
2964,恵比寿 E-smoke,東京都渋谷区恵比寿西１-7-4 4F,B008,G002
2965,恵比寿 BAR,東京都渋谷区恵比寿西１‐１４‐５,B003,G001
2966,EBISU Cabriolet エビス カブリオレ,東京都渋谷区恵比寿南１－１３－１１　B１,B004,G012
2967,牛たん 英司,東京都渋谷区恵比寿南１-4-3 木村ビル1階,B003,G001
2968,恵比寿餃子 大豊記 弐號房,東京都渋谷区恵比寿１－２２－２３　ヴェラハイツエビス１F,B002,G007
2969,恵比寿餃子 大豊記 本館,東京都渋谷区東３-２５-３　ライオンズプラザ恵比寿１Ｆ,B002,G007
2970,恵比寿餃子 大豊記 池袋,東京都豊島区東池袋１-１２-１０ ヤンズビル ６F,B002,G007
2971,恵比寿餃子 大豊記 西新宿,東京都新宿区西新宿５-２５-１３ パラガイハイツ１Ｆ,B002,G007
2972,Tefu Tefu テフ テフ 恵比寿店,東京都渋谷区恵比寿南１-7-8　恵比寿サウスワン1F　A区画,B003,G001
2973,EBISU燻製 APARTMENT CAVE,東京都渋谷区恵比寿西１-30-9 パサージュ代官山B1,B008,G002
2974,エビスコ酒場 新宿歌舞伎町店,東京都新宿区歌舞伎町１‐１４‐６ 第２１東京ビルＢ１Ｆ,B002,G001
2975,恵比寿 米ル,東京都渋谷区恵比寿西１－１６－７　HAGIWARA　BLDG.７　B１F,B005,G004
2976,恵比寿サウナー,東京都渋谷区恵比寿西１-21-5WEST21ビル,B008,G001
2977,恵比寿酒場 ヤミツキヤ,東京都渋谷区恵比寿西１-13-3 ROOB6 3F,B002,G001
2978,厳選もつ酒場 エビス参,東京都板橋区相生町２‐３,B002,G001
2979,恵比寿 七福餃子楼,東京都渋谷区恵比寿南１-8-10,B002,G007
2980,恵比寿じょう忍,東京都渋谷区恵比寿西１-7-9 恵比寿タイムハウス2F,B008,G001
2981,Ebisu Diner Olive,東京都渋谷区東３-16-9,B001,G002
2982,えびす駄菓子バー,東京都渋谷区恵比寿西１‐１３‐７,B002,G002
2983,エビス立会川総本店,東京都品川区東大井２-23-1,B003,G001
2984,恵比寿 でですけ,東京都渋谷区恵比寿１－８－１４　大黒ビル２Ｆ,B003,G001
2985,天空ビアガーデン&BBQ EBITEN エビテン,東京都渋谷区恵比寿南１-23-1 ABC亜米利加橋ビル4階,B003,G002
2986,恵比寿天ぷら串 山本家,東京都渋谷区恵比寿南１－１７－２　Rホール２階,B004,G001
2987,もつ鍋 居酒屋 雅屋 原宿店,東京都渋谷区神宮前３-26-11,B002,G001
2988,エビス 西八王子総本店,東京都八王子市散田町３-１８-１４,B003,G001
2989,恵比寿ニューれば屋,東京都渋谷区恵比寿南２-３-１２　ｊｅ１ビル,B003,G004
2990,ヱビスバー YEBISU BAR 上野の森さくらテラス店,東京都台東区上野公園１－５４,B002,G001
2991,ヱビスバー YEBISU BAR 大崎ニューシティ店,東京都品川区大崎１－６－５　大崎ニューシティ５号館２Ｆ,B002,G002
2992,ヱビスバー YEBISU BAR 御茶ノ水店,東京都千代田区神田駿河台４-６　御茶ノ水ソラシティ　地下１階,B002,G002
2993,ヱビスバー YEBISU BAR 神楽坂店,東京都新宿区神楽坂２-6　PORTA神楽坂2階,B003,G001
2994,ヱビスバー YEBISU BAR 霞が関コモンゲート店,東京都千代田区霞が関３－２－３　霞が関コモンゲートアネックス　２Ｆ,B002,G012
2995,ヱビスバー YEBISU BAR 銀座コリドー街店,東京都中央区銀座８丁目２番先　銀座コリドー街,B002,G012
2996,ヱビスバー YEBISU BAR 銀座二丁目店,東京都中央区銀座２-5-7 GM2ビルB1,B002,G002
2997,ヱビスバー YEBISU BAR 黒塀横丁店,東京都千代田区丸の内１-9-1 東京駅八重洲北口B1 黒塀横丁,B002,G002
2998,ヱビスバー YEBISU BAR 東京ドームシティ店,東京都文京区後楽１-3-61 黄色いビル2F,B002,G002
2999,EBISU BAR チル横丁,東京都渋谷区恵比寿南１-4-3 木村ビル５F,B003,G012
3000,恵比寿馬喰ろう,東京都渋谷区恵比寿西１-7-12 ウィンエビス,B003,G001
3001,恵比寿箸庵,東京都渋谷区恵比寿南１-11-16KDXレジデンス恵比寿1F,B008,G001
3002,PASTA料理屋 NINO,東京都渋谷区恵比寿２-17-18　1F,B002,G006
3003,エビス ひばりヶ丘 総本店,東京都西東京市ひばりが丘北３-5-3　矢澤ビル2Ｆ,B003,G001
3004,惠比壽ビヤホール,東京都渋谷区恵比寿南１－１－１　ヒューマックスビルB1F,B003,G002
3005,エビス 分倍河原店,東京都府中市片町２-21-16,B003,G001
3006,EBISU FRY BAR エビスフライバル,東京都渋谷区恵比寿１-26-13　新橋ぼくみつマンション1F,B003,G004
3007,エビス 三鷹店,東京都三鷹市下連雀３-35-6 三鷹センチュリープラザB1,B002,G001
3008,エビス 南千住総本店,東京都荒川区南千住５-37-5,B003,G001
3009,ソナロッサ ZONAROSA,東京都渋谷区恵比寿１‐１２‐５　アジマビルＢ１Ｆ,B003,G010
3010,えびすや 上野御徒町店,東京都台東区上野４-1-5,B002,G002
3011,恵比寿屋 Grill 国分寺店,東京都国分寺市本町２-3-7 師岡ビル１Ｆ ,B003,G001
3012,ゑびす屋 立川南口,東京都立川市錦町１-2-10　新井ビルB1F,B002,G001
3013,恵比寿屋 別邸,東京都国分寺市本町３-7-31深沢ビル１F,B008,G001
3014,恵比寿屋 HANARE,東京都国分寺市本町３-7-31 ,B005,G001
3015,EBISU WINE BAR Biluce,東京都目黒区三田１-13-4  恵比寿ガーデンプレイスブリックエンド2区,B008,G002
3016,epicer エピセ,東京都港区西麻布４‐１０‐７ 西麻布410ビル1F,B012,G007
3017,海老専家 銀座店,東京都中央区銀座７‐１３‐２１　初波奈ビルＢ１,B003,G007
3018,海老専家 浜松町 シーバンス店,東京都港区芝浦１-2-2 　シーバンス　ア・モール　201‐Ｂ,B001,G007
3019,海老専門居酒屋 えび寿,東京都足立区中央本町２-24-28,B002,G001
3020,えびそば 一幻 新宿店,東京都新宿区西新宿７-8-2,B010,G013
3021,海老民 本店,東京都目黒区下目黒３‐１１‐１０,B001,G004
3022,えびちゃん,東京都西東京市田無町２‐2‐1,B002,G001
3023,ラーメン春樹 新大塚店,東京都豊島区東池袋５-５２-１５,B001,G013
3024,ラーメン春樹 西大島店,東京都江東区大島２-41-17  1F,B011,G013
3025,ラーメン春樹 南砂町,東京都江東区新砂３-4-31  スナモショッピングセンター,B010,G013
3026,えびな亭,東京都渋谷区恵比寿南２-3-11 B1F,B008,G006
3027,エビン YABIN 沼部駅前店,東京都大田区田園調布本町29-2,B013,G009
3028,Ehukai Beach エフカイ ビーチ,東京都港区台場１-4-1,B001,G015
3029,f.cafe エフカフェ 新宿,東京都渋谷区代々木２丁目１１－２,B003,G014
3030,FGR diner ダイナー,東京都北区赤羽２－２０－４尾嶋ビル１Ｆ,B001,G012
3031,F GICCO,東京都世田谷区成城２-12-11石井ビル１階,B004,G002
3032,f9 エフナイン 谷中,東京都台東区谷中２－5－14,B001,G014
3033,F.PARADE Life エフパレード ライフ 目黒,東京都目黒区目黒１-4-8　東レクビル4F,B004,G002
3034,エブリィスイング,東京都台東区東上野３-１５-１４ウエノエストビルB１F,B002,G012
3035,エプロア epulor,東京都目黒区青葉台１-19-12  エスセナーリオ青葉台1F,B002,G014
3036,E PRONTO エプロント 雷門店,東京都台東区雷門２-１９-６,B011,G014
3037,E PRONTO エプロント セレオ八王子店,東京都八王子市旭町1番17号 セレオ八王子1F,B011,G014
3038,E PRONTO エプロント としまエコミューゼタウン,東京都豊島区南池袋２-４５-３,B001,G006
3039,E PRONTO エプロント 東十条店,東京都北区東十条３-15-10,B011,G014
3040,エベレストアジアンダイニングアンドバー,東京都羽村市緑ケ丘１-10-15,B002,G002
3041,エベレストカレー,東京都荒川区西日暮里２－２０－１　ステーションポートタワー303,B001,G009
3042,エベレストダイニング&バー 北千住,東京都足立区千住仲町２０-１,B001,G009
3043,絵本の国のアリス,東京都新宿区歌舞伎町１－６－２　Ｔ－ｗｉｎｇビルＢ２Ｆ,B003,G006
3044,EMANON THE SOUL SHARE KITCHEN エマノン,東京都渋谷区南平台町7-1,B003,G006
3045,エマラウンジ emma LOUNGE,東京都渋谷区道玄坂１－１４－９ ソシアルビル２Ｆ,B003,G006
3046,エミーズ 貸切パーティーレストラン,東京都豊島区南池袋２－２４－７　ＭＫビル３階,B003,G011
3047,エミオン 浜田山,東京都杉並区浜田山３－３５－３８,B008,G006
3048,エミットフィッシュバー GINZA SIX,東京都中央区銀座６－１０－１　GINZA SIX ６階,B008,G002
3049,emuN エミュ,東京都渋谷区西原３-11-9 3F,B006,G006
3050,エミリーフローゲ 本店,東京都立川市曙町２-5-1,B001,G014
3051,M TRAIN エム トレイン,東京都葛飾区青戸３-37-17 生島ビル2F,B003,G012
3052,m‐129,東京都渋谷区恵比寿南１‐１‐３ マツダイビル２Ｆ,B003,G012
3053,エムエデギャラリー カフェ M et D Galerie cafe 三軒茶屋,東京都世田谷区三軒茶屋１-13-20,,G014
3054,MMテーブル,東京都武蔵村山市大南２－４７－２３,B002,G009
3055,M3 Felice,東京都中央区銀座４丁目14－19　小笠原ビル１階,B008,G006
3056,M&C CAFE 丸の内店,東京都千代田区丸の内１－６－４　４Ｆ,B011,G014
3057,エムシーキッチン,東京都文京区根津１－２７－４,B001,G009
3058,M's DINING 101010,東京都中央区月島２-10-1 ムーンアイランドタワーB107,B008,G006
3059,M's GRILL&BAR エムズグリルアンドバー,東京都目黒区祐天寺２-8-4 1F,B008,G002
3060,エムハウス M HOUSE,東京都渋谷区恵比寿４－２３－１３　MERCER　BLDG,B008,G006
3061,Eme エメ,東京都品川区小山３-11-2-1階,B005,G006
3062,エラグ青山,東京都港区南青山５-10-1 H2AOYAMA BLDG B1 ,B003,G011
3063,鰓呼吸 中目黒店,東京都目黒区上目黒２‐１４‐２,B003,G001
3064,ELANCE,東京都港区麻布十番２-5-1 マニヴィア麻布十番9F,B012,G005
3065,エリオアンティカフォルネリア,東京都千代田区一番町4-36,B004,G006
3066,エリオ ロカンダ イタリアーナ,東京都千代田区麹町２-5-2半蔵門ハウス,B006,G006
3067,エリックサウス マサラダイナー,東京都渋谷区神宮前６-19-17 GEMS神宮前5F,B001,G009
3068,えりっくBAR twinglass,東京都港区赤坂２丁目２１－１　川本ビル１F,B004,G012
3069,L エル 六本木,東京都港区六本木３-13-14 ゴトウビルディング 3rd 4F,B005,G006
3070,EL ARBOLITO エルアルボリート,東京都江東区永代２-31-13 ,B002,G002
3071,エル カフェ ラティーノ El Cafe Latino,東京都港区六本木３-１５-２４ＷＩＮ六本木,B010,G012
3072,L-bar エルバー,東京都港区赤坂６-3-15 J-AKASAKAビル9F,B004,G012
3073,EL PORTEGO,東京都杉並区高円寺南４-9-3 矢島第一ビル1F,B002,G006
3074,エル アルボル,東京都新宿区四谷１‐７　第２鹿倉ビル１Ｆ,B003,G010
3075,エル コンフォート,東京都港区西麻布１-12-5 SW六本木通ビル1階101号室,B002,G002
3076,エル・アミーゴ EL AMIGO 長原,東京都大田区北馬込１‐１‐５　朝日プラザ旗の台１Ｆ,B002,G005
3077,エルアミーゴ El'Amigo,東京都港区新橋４-10-6　第二大興ビル1Ｆ,B002,G012
3078,LF CAFE,東京都港区虎ノ門２－３－１７　虎ノ門２丁目タワー1F,B003,G002
3079,エル・チャテオ・デル・プエンテ,東京都千代田区神田淡路町２‐9JR高架下１,B008,G002
3080,El Chateo エルチャテオ 中目黒店,東京都目黒区上目黒２-13-3,B008,G002
3081,El Tragon al Punto エルトラゴン アルプント,東京都港区西新橋２-13-9 1階 ,B008,G010
3082,エルトリート 池袋西口店,東京都豊島区西池袋１-１０-１０　東武アネックス　スパイスビル３Ｆ,B002,G002
3083,エルトリート 西葛西店,東京都江戸川区西葛西６-10-15 中川ビル1F,B002,G002
3084,EL TOROS エルトロス,東京都千代田区内神田２‐１３‐６　第六岡崎ビル1F,B002,G001
3085,LB8 エルビー エイト,東京都渋谷区代官山町16-2,B003,G002
3086,L for You AOYAMA エル フォー ユー,東京都港区南青山３-9-3  池上ビル１階,B002,G014
3087,エルフラミンゴ,東京都中央区銀座７-7-12 ニューコンパルビル ３階,B003,G001
3088,エルブランシュ,東京都港区麻布十番２－８-１０　パティオ麻布十番５F,B006,G006
3089,エルプルポ El Pulpo,東京都新宿区神楽坂４‐３　宮崎ビル１Ｆ,B008,G002
3090,elbe エルベ,東京都中央区銀座３－１３－１７　山田ビル１Ｆ,B002,G005
3091,エルボラーチョ 銀座コリドー店,東京都中央区銀座８-3-1GINZA TOKIDENビル1F,B002,G010
3092,エルボラーチョ 日本橋店,東京都中央区日本橋室町２-3-1コレド室町2　２F,B003,G010
3093,Electrik エレクトリック 神社,東京都港区六本木５-9-22　第二千陽ビル　B1F,B008,G002
3094,エレファンティーノ Elefantino,東京都府中市美好町３‐１‐５,B001,G014
3095,ELEFANTE FELICE,東京都昭島市昭和町４丁目３番２０号　１Ｆ,B010,G014
3096,ELOISE'sCafe 浅草,東京都台東区浅草２-27-10,B011,G014
3097,赤坂 えん,東京都港区赤坂２‐１３‐７　赤坂キヨシビル１Ｆ,B003,G002
3098,en 燕,東京都台東区蔵前２-6-2,B011,G014
3099,えん 秋葉原店,東京都千代田区神田花岡町１－９　アトレ秋葉原２　５F,B003,G001
3100,えん 渋谷店,東京都渋谷区渋谷１－２４－１２　渋谷東映プラザ１１Ｆ,B003,G001
3101,縁 新御徒町店,東京都台東区東上野１-１-１,B002,G001
3102,縁 みそら屋 浅草,東京都台東区浅草２－１０－５,B003,G001
3103,村さ来 東京 中野北口店,東京都中野区中野５－６４－５　サンピオーネビル４Ｆ,B002,G001
3104,はかた商店 瑞江店,東京都江戸川区瑞江２-３-５ 第二田中工業所ビル　３F,B002,G001
3105,はかた商店 飯田橋西口店,東京都千代田区富士見２－２－１２　キッズビルB１・１F,B002,G001
3106,居酒屋 通ぼうず つうぼうず 高田馬場店,東京都新宿区高田馬場２‐１５‐９　鈴や第５ビルＢ０２Ｆ,B003,G001
3107,縁香園,東京都新宿区神楽坂５-1 神楽坂テラスビル2F,B008,G007
3108,えんが和 池上,東京都大田区池上２-22-5,B010,G015
3109,宴客 駒込店,東京都豊島区駒込２－7－6,B001,G007
3110,宴客 西日暮里店,東京都荒川区西日暮里５-12-10,B001,G007
3111,延郷閣,東京都江戸川区西小岩１‐２９‐１２　リッジ・タピオラ１０１,B011,G007
3112,圓山 上野店,東京都台東区東上野３‐６‐１　菅沼ビル１Ｆ,B001,G007
3113,煙事,東京都中央区銀座８－７－７ １F,B006,G002
3114,Angel Fake legame,東京都品川区西五反田８-1-8-1F,B003,G002
3115,延吉香 上野・御徒町店,東京都台東区上野３-２７-３　ハトヤビル3階,B002,G007
3116,遠州屋本店 高尾,東京都台東区清川１-35-5,B003,G001
3117,肉鮮問屋 25-89,東京都新宿区西新宿７-10-13 ガイアビル3 1F,B003,G008
3118,煙人 四谷,東京都新宿区荒木町3,B003,G001
3119,ENGINE エンジン,東京都新宿区神楽坂５-43-2 roji神楽坂1F,B004,G007
3120,ENZO pasteria,東京都港区西麻布２-25-12西麻布エイトビル1F,B008,G006
3121,ENTERTANTMENT BAR BUBBLY,東京都新宿区歌舞伎町２-10-2　ジェスト3ビル　5F,B008,G012
3122,燕 東京茶楼,東京都渋谷区神宮前６-13-11　川名ビル2F,B008,G007
3123,遠藤利三郎商店,東京都墨田区押上１－３３－３,B004,G006
3124,n.A WINE BISTRO AND BAR,東京都中野区上高田２-40-5,B008,G006
3125,えんの里,東京都港区芝大門２‐１０‐１４,B004,G004
3126,Empire Steak House Roppongi,東京都港区六本木６-7-11 1F,B012,G005
3127,EMPORIO エンポリオ カフェ ダイニング 駒沢通り学芸大学店,東京都目黒区鷹番３‐２４‐１５,B002,G014
3128,炎麻堂 ENMA-DO 赤坂店,東京都港区赤坂３－１７－８都ビルＢ１,B003,G007
3129,炎麻堂 神田店,東京都千代田区鍛冶町２-８-２,B002,G007
3130,炎麻堂 ENMA‐DO 三軒茶屋店,東京都世田谷区太子堂４-22-12平成ビル2F,B002,G007
3131,enya,東京都杉並区西荻南３-8-3 リバティプラザビル2F,B008,G006
3132,園楽,東京都世田谷区尾山台３-10-10 1F,B001,G007
3133,えんらく 環七梅島店,東京都足立区島根１-9-5,B002,G008
3134,縁LAVIDA 縁ラヴィーダ,東京都目黒区自由が丘２‐１４‐２０　第７千陽ビル１Ｆ,B003,G002
3135,オ・モン,東京都世田谷区若林１-8-8デンス河野１Ｆ,B004,G006
3136,AU GAMIN DE TOKIO,東京都渋谷区恵比寿３-28-3  CASA PIATTO 2F,B006,G006
3137,ORG 自由が丘,東京都目黒区自由が丘２-11-9,B003,G002
3138,街角グラス,東京都町田市森野１-35-4,B004,G002
3139,Organic Cafe koto-koto,東京都西多摩郡日の出町平井226-5,,G003
3140,オーガニックラボカフェ・チャオベッラ,東京都港区白金台４-６-１　東京大学医科学研究所近代医科学記念館,B004,G006
3141,オーク バー OAK BAR,東京都港区赤坂３－２０－６　川木ビル２Ｆ,B003,G012
3142,OAK BAR オークバー 渋谷店,東京都渋谷区宇田川町33-14 久保ビルB1F,B003,G002
3143,orq.野菜とチャコールと,東京都杉並区荻窪５－２９－１０  本橋ビル２F,B008,G006
3144,桃里 多摩センター,東京都多摩市落合１－４６－１ 多摩センター三越６F,B008,G007
3145,OK FOOD BAR,東京都大田区南千束１-4-5,B002,G012
3146,ミートコ,東京都中野区中野５丁目５４ー８　１F,B001,G002
3147,オーシャンカシータ OCEAN Casita,東京都豊島区東池袋３-1-1 サンシャイン60 59階,B004,G006
3148,OCEAN CLUB BUFFET デックス東京ビーチ,東京都港区台場１-６-１　デックス東京ビーチシーサイドモール５Ｆ,B002,G006
3149,オーシャンディッシュ クオン,東京都港区海岸３－２６－１　バーク芝浦１４Ｆ,B004,G006
3150,ワイン&フード オージュ,東京都新宿区舟町３　橋本ビル２Ｆ,B002,G012
3151,オーストラリアン ワインダイニング NARUTO なると,東京都港区新橋４-15-7　１Ｆ,B008,G002
3152,オーセンティックバー Bar Albatross,東京都江戸川区西小岩１-26-11 ビュー和田ビル1F,B003,G012
3153,餃子や 新橋店,東京都港区新橋２-16-1 ニュー新橋ビルB1,B002,G001
3154,O'tacos オータコス 新橋店,東京都港区新橋３-14-1 KAZUMI BLD 1F,B002,G010
3155,O2,東京都新宿区歌舞伎町１-1-7,B002,G001
3156,おーでぃん,東京都豊島区池袋2-4-1越路ビル1F,B003,G001
3157,オートクチュールカフェ HAUTE COUTURE CAFE,東京都目黒区青葉台１-16-9　east2F サクラガーデン,B003,G014
3158,OH!NO! BUONO!,東京都渋谷区神山町４０‐３　神山ビル１Ｆ,B008,G006
3159,カフェ&Bar Over 八王子,東京都八王子市横山町８‐７　Ｋ‐１ビル１Ｆ,B001,G002
3160,Over take,東京都世田谷区代田６-7-24　ルミナスB1F,B002,G002
3161,オー プロヴァンソー,東京都千代田区平河町１－３－９,B005,G006
3162,オープンセールスバー新橋,東京都港区新橋３-18-3　三青ビル2F,B002,G012
3163,オーベルジュ・ド・リル トーキョー,東京都港区西麻布１-６-４,B012,G006
3164,ALL (W)RIGHT sake place,東京都台東区駒形２丁目５－５　小宮ビルB１,B003,G002
3165,AURUM オーラム +truffle,東京都中央区銀座８-9-15　JEWEL BOX GINZA11F,B003,G002
3166,オール299円 雅 みやび,東京都荒川区南千住７-1-1 アクレスティ南千住 204,B011,G004
3167,オール ザット ジャズ,東京都新宿区荒木町９‐２２　菅沼ビル２Ｆ,B002,G001
3168,All Day Dining 紗灯 ホテル日航立川 東京,東京都立川市錦町１-１２-１　ホテル日航立川 東京　1F,B008,G006
3169,オールデイダイニング 樹林 京王プラザホテル,東京都新宿区西新宿２-２-１　京王プラザホテル2階,B004,G005
